timestamp,search_type,split,model,config_id,fold,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,scam_recall,nonscam_recall,time_sec
2026-06-12 07:29:46,random_search,70/15/15,CNN,7,2,0.9745,0.9745,0.9745,0.9745,0.9743,0.9742,0.9742,0.9712,0.9771,79.8
2026-06-12 07:30:29,random_search,70/15/15,CNN,8,1,0.9713,0.9713,0.9713,0.9713,0.971,0.9711,0.971,0.9688,0.9734,97.74
2026-06-12 07:30:58,random_search,70/15/15,CNN,8,1,0.9708,0.9709,0.9708,0.9708,0.9702,0.9709,0.9706,0.9718,0.97,96.35
2026-06-12 07:31:06,random_search,70/15/15,CNN,7,3,0.9749,0.975,0.9749,0.9749,0.9755,0.9739,0.9746,0.9635,0.9843,80.03
2026-06-12 07:32:10,random_search,70/15/15,CNN,8,2,0.9724,0.9724,0.9724,0.9724,0.9722,0.972,0.9721,0.9678,0.9761,101.16
2026-06-12 07:32:42,random_search,70/15/15,CNN,8,2,0.9717,0.9717,0.9717,0.9717,0.9714,0.9715,0.9714,0.9689,0.974,103.7
2026-06-12 07:33:54,random_search,70/15/15,CNN,8,3,0.972,0.9721,0.972,0.972,0.9726,0.9709,0.9717,0.9595,0.9822,104.64
2026-06-12 07:34:29,random_search,70/15/15,CNN,8,3,0.9725,0.9726,0.9725,0.9725,0.9731,0.9715,0.9722,0.9605,0.9824,107.21
2026-06-12 07:35:05,random_search,70/15/15,CNN,8,1,0.9713,0.9713,0.9713,0.9713,0.971,0.9711,0.971,0.9688,0.9734,129.0
2026-06-12 07:36:53,random_search,70/15/15,MLP,1,1,0.9646,0.9647,0.9646,0.9646,0.9638,0.9649,0.9643,0.9681,0.9618,46.07
2026-06-12 07:36:54,random_search,70/15/15,CNN,8,2,0.9724,0.9724,0.9724,0.9724,0.9722,0.972,0.9721,0.9678,0.9761,109.04
2026-06-12 07:37:23,random_search,70/15/15,MLP,1,1,0.9656,0.9657,0.9656,0.9656,0.9649,0.9658,0.9653,0.9677,0.9638,40.28
2026-06-12 07:37:30,random_search,70/15/15,MLP,1,2,0.9682,0.9682,0.9682,0.9682,0.9683,0.9674,0.9678,0.9596,0.9752,37.28
2026-06-12 07:38:09,random_search,70/15/15,MLP,1,3,0.9657,0.9658,0.9657,0.9656,0.9663,0.9644,0.9653,0.9518,0.9771,38.8
2026-06-12 07:38:10,random_search,70/15/15,MLP,1,2,0.9701,0.9701,0.9701,0.9701,0.9698,0.9699,0.9698,0.9675,0.9722,46.82
2026-06-12 07:38:10,random_search,70/15/15,CNN,8,3,0.972,0.9721,0.972,0.972,0.9726,0.9709,0.9717,0.9595,0.9822,76.09
2026-06-12 07:38:50,random_search,70/15/15,MLP,1,3,0.9658,0.966,0.9658,0.9657,0.9669,0.9642,0.9654,0.9475,0.9808,40.28
2026-06-12 07:41:15,random_search,70/15/15,MLP,2,1,0.9721,0.9721,0.9721,0.9721,0.9719,0.9718,0.9719,0.969,0.9747,137.6
2026-06-12 07:41:35,random_search,70/15/15,MLP,1,1,0.9646,0.9647,0.9646,0.9646,0.9638,0.9649,0.9643,0.9681,0.9618,68.68
2026-06-12 07:42:40,random_search,70/15/15,MLP,2,1,0.972,0.972,0.972,0.972,0.9717,0.9717,0.9717,0.9688,0.9746,153.71
2026-06-12 07:42:44,random_search,70/15/15,MLP,1,2,0.9682,0.9682,0.9682,0.9682,0.9683,0.9674,0.9678,0.9596,0.9752,69.42
2026-06-12 07:43:51,random_search,70/15/15,MLP,1,3,0.9657,0.9658,0.9657,0.9656,0.9663,0.9644,0.9653,0.9518,0.9771,66.92
2026-06-12 07:43:51,random_search,70/15/15,MLP,2,2,0.9748,0.9749,0.9748,0.9748,0.9744,0.9749,0.9746,0.9751,0.9746,156.36
2026-06-12 07:45:23,random_search,70/15/15,MLP,2,2,0.9745,0.9745,0.9745,0.9745,0.974,0.9745,0.9742,0.9748,0.9742,162.98
2026-06-12 07:47:22,random_search,70/15/15,MLP,2,3,0.9753,0.9753,0.9753,0.9753,0.9757,0.9744,0.975,0.9653,0.9835,210.84
2026-06-12 07:48:16,random_search,70/15/15,MLP,2,1,0.9721,0.9721,0.9721,0.9721,0.9719,0.9718,0.9719,0.969,0.9747,182.58
2026-06-12 07:48:32,random_search,70/15/15,MLP,2,3,0.975,0.975,0.975,0.975,0.975,0.9744,0.9747,0.9685,0.9803,188.86
2026-06-12 07:52:06,random_search,70/15/15,MLP,2,2,0.9748,0.9749,0.9748,0.9748,0.9744,0.9749,0.9746,0.9751,0.9746,230.4
2026-06-12 07:53:03,random_search,70/15/15,MLP,3,1,0.9658,0.9659,0.9658,0.9658,0.965,0.9661,0.9655,0.9692,0.963,65.25
2026-06-12 07:53:46,random_search,70/15/15,MLP,3,1,0.9662,0.9662,0.9662,0.9662,0.9658,0.966,0.9659,0.9641,0.9679,54.65
2026-06-12 07:53:57,random_search,70/15/15,MLP,3,2,0.9674,0.9674,0.9674,0.9674,0.9667,0.9675,0.9671,0.9686,0.9663,54.04
2026-06-12 07:54:17,random_search,70/15/15,MLP,2,3,0.9753,0.9753,0.9753,0.9753,0.9757,0.9744,0.975,0.9653,0.9835,130.22
2026-06-12 07:54:38,random_search,70/15/15,MLP,3,2,0.9711,0.9711,0.9711,0.9711,0.9706,0.9711,0.9708,0.9706,0.9715,51.39
2026-06-12 07:54:47,random_search,70/15/15,MLP,3,3,0.9681,0.9681,0.9681,0.968,0.9683,0.9672,0.9677,0.9579,0.9764,50.56
2026-06-12 07:55:36,random_search,70/15/15,MLP,3,3,0.9701,0.9701,0.9701,0.9701,0.9697,0.97,0.9698,0.9689,0.9711,58.05
2026-06-12 07:56:55,random_search,70/15/15,MLP,4,1,0.9649,0.965,0.9649,0.9649,0.9641,0.9652,0.9646,0.9688,0.9617,57.45
2026-06-12 07:57:18,random_search,70/15/15,MLP,4,1,0.9663,0.9664,0.9663,0.9663,0.9657,0.9664,0.966,0.9676,0.9652,44.49
2026-06-12 07:57:27,random_search,70/15/15,MLP,4,2,0.9692,0.9693,0.9692,0.9692,0.9694,0.9685,0.9689,0.9606,0.9763,32.19
2026-06-12 07:57:32,random_search,70/15/15,MLP,3,1,0.9658,0.9659,0.9658,0.9658,0.965,0.9661,0.9655,0.9692,0.963,35.73
2026-06-12 07:57:54,random_search,70/15/15,MLP,4,2,0.9708,0.9708,0.9708,0.9708,0.9704,0.9707,0.9705,0.9696,0.9717,36.0
2026-06-12 07:58:05,random_search,70/15/15,MLP,4,3,0.9687,0.9689,0.9687,0.9687,0.9697,0.9673,0.9683,0.9524,0.9821,37.93
2026-06-12 07:58:07,random_search,70/15/15,MLP,3,2,0.9674,0.9674,0.9674,0.9674,0.9667,0.9675,0.9671,0.9686,0.9663,35.58
2026-06-12 07:58:28,random_search,70/15/15,MLP,4,3,0.9654,0.9654,0.9654,0.9654,0.9656,0.9646,0.9651,0.9561,0.9731,33.97
2026-06-12 07:58:43,random_search,70/15/15,MLP,3,3,0.9681,0.9681,0.9681,0.968,0.9683,0.9672,0.9677,0.9579,0.9764,36.1
2026-06-12 07:59:20,random_search,70/15/15,MLP,5,1,0.9669,0.9669,0.9669,0.9669,0.9665,0.9668,0.9666,0.9654,0.9682,36.66
2026-06-12 07:59:49,random_search,70/15/15,MLP,5,1,0.9661,0.9661,0.9661,0.9661,0.9657,0.9658,0.9658,0.9635,0.9682,37.4
2026-06-12 07:59:54,random_search,70/15/15,MLP,5,2,0.9711,0.9712,0.9711,0.9712,0.9707,0.9711,0.9709,0.9703,0.9718,34.34
2026-06-12 08:00:02,random_search,70/15/15,MLP,4,1,0.9649,0.965,0.9649,0.9649,0.9641,0.9652,0.9646,0.9688,0.9617,33.2
2026-06-12 08:00:29,random_search,70/15/15,MLP,5,2,0.97,0.9701,0.97,0.9701,0.9696,0.97,0.9698,0.9692,0.9708,40.1
2026-06-12 08:00:29,random_search,70/15/15,MLP,5,3,0.9679,0.9679,0.9679,0.9679,0.9682,0.967,0.9675,0.9574,0.9766,35.04
2026-06-12 08:00:30,random_search,70/15/15,MLP,4,2,0.9692,0.9693,0.9692,0.9692,0.9694,0.9685,0.9689,0.9606,0.9763,27.9
2026-06-12 08:01:06,random_search,70/15/15,MLP,4,3,0.9687,0.9689,0.9687,0.9687,0.9697,0.9673,0.9683,0.9524,0.9821,36.18
2026-06-12 08:01:06,random_search,70/15/15,MLP,5,3,0.9698,0.9698,0.9698,0.9698,0.9698,0.9691,0.9695,0.9628,0.9755,37.26
2026-06-12 08:03:04,random_search,70/15/15,MLP,6,1,0.9726,0.9727,0.9726,0.9727,0.9722,0.9727,0.9724,0.9727,0.9726,117.88
2026-06-12 08:03:33,random_search,70/15/15,MLP,5,1,0.9669,0.9669,0.9669,0.9669,0.9665,0.9668,0.9666,0.9654,0.9682,78.9
2026-06-12 08:04:54,random_search,70/15/15,MLP,6,1,0.9725,0.9725,0.9725,0.9725,0.9725,0.972,0.9722,0.9672,0.9769,150.64
2026-06-12 08:04:56,random_search,70/15/15,MLP,5,2,0.9711,0.9712,0.9711,0.9712,0.9707,0.9711,0.9709,0.9703,0.9718,83.51
2026-06-12 08:05:30,random_search,70/15/15,MLP,6,2,0.9752,0.9753,0.9752,0.9753,0.9747,0.9753,0.975,0.9761,0.9746,145.66
2026-06-12 08:06:33,random_search,70/15/15,MLP,5,3,0.9679,0.9679,0.9679,0.9679,0.9682,0.967,0.9675,0.9574,0.9766,96.75
2026-06-12 08:07:24,random_search,70/15/15,MLP,6,2,0.9741,0.9742,0.9741,0.9741,0.9738,0.974,0.9739,0.972,0.9759,150.04
2026-06-12 08:07:26,random_search,70/15/15,MLP,6,3,0.9708,0.9708,0.9708,0.9708,0.9703,0.9708,0.9706,0.9707,0.9709,115.76
2026-06-12 08:10:29,random_search,70/15/15,MLP,6,3,0.9709,0.9709,0.9709,0.9709,0.9712,0.97,0.9706,0.9611,0.9789,185.04
2026-06-12 08:10:54,random_search,70/15/15,MLP,6,1,0.9726,0.9727,0.9726,0.9727,0.9722,0.9727,0.9724,0.9727,0.9726,187.11
2026-06-12 08:12:13,random_search,70/15/15,MLP,7,1,0.9711,0.9711,0.9711,0.9711,0.9705,0.9712,0.9708,0.9725,0.9699,93.34
2026-06-12 08:13:41,random_search,70/15/15,MLP,6,2,0.9752,0.9753,0.9752,0.9753,0.9747,0.9753,0.975,0.9761,0.9746,166.21
2026-06-12 08:13:41,random_search,70/15/15,MLP,7,2,0.9724,0.9725,0.9724,0.9724,0.9728,0.9716,0.9721,0.9627,0.9805,88.0
2026-06-12 08:15:03,random_search,70/15/15,MLP,7,3,0.9736,0.9736,0.9736,0.9736,0.974,0.9726,0.9733,0.963,0.9822,81.64
2026-06-12 08:15:32,random_search,70/15/15,MLP,6,3,0.9708,0.9708,0.9708,0.9708,0.9703,0.9708,0.9706,0.9707,0.9709,111.31
2026-06-12 08:15:43,random_search,70/15/15,MLP,7,1,0.9698,0.9699,0.9698,0.9699,0.9693,0.9698,0.9696,0.9696,0.97,75.52
2026-06-12 08:17:04,random_search,70/15/15,MLP,7,2,0.9725,0.9726,0.9725,0.9725,0.9717,0.9729,0.9723,0.9771,0.9687,80.35
2026-06-12 08:17:54,random_search,70/15/15,MLP,7,3,0.9689,0.9689,0.9689,0.9689,0.9689,0.9682,0.9686,0.9619,0.9746,50.46
2026-06-12 08:18:03,random_search,70/15/15,MLP,8,1,0.9663,0.9664,0.9663,0.9663,0.9655,0.9666,0.966,0.9696,0.9636,83.28
2026-06-12 08:18:42,random_search,70/15/15,MLP,7,1,0.9711,0.9711,0.9711,0.9711,0.9705,0.9712,0.9708,0.9725,0.9699,50.13
2026-06-12 08:19:05,random_search,70/15/15,MLP,8,2,0.9689,0.9689,0.9689,0.9689,0.9686,0.9685,0.9686,0.9651,0.972,61.35
2026-06-12 08:19:31,random_search,70/15/15,MLP,7,2,0.9724,0.9725,0.9724,0.9724,0.9728,0.9716,0.9721,0.9627,0.9805,48.11
2026-06-12 08:20:00,random_search,70/15/15,MLP,8,1,0.9675,0.9675,0.9675,0.9675,0.9669,0.9675,0.9672,0.9675,0.9674,56.22
2026-06-12 08:20:04,random_search,70/15/15,MLP,8,3,0.9666,0.9666,0.9666,0.9666,0.9667,0.9659,0.9663,0.9582,0.9736,59.34
2026-06-12 08:20:15,random_search,70/15/15,MLP,7,3,0.9736,0.9736,0.9736,0.9736,0.974,0.9726,0.9733,0.963,0.9822,44.46
2026-06-12 08:21:04,random_search,70/15/15,MLP,8,2,0.9689,0.9691,0.9689,0.9689,0.9681,0.9694,0.9687,0.9742,0.9646,64.53
2026-06-12 08:22:19,random_search,70/15/15,MLP,8,3,0.969,0.9691,0.969,0.969,0.9694,0.968,0.9686,0.9574,0.9786,74.49
2026-06-12 08:22:43,random_search,70/15/15,MLP,8,1,0.9663,0.9664,0.9663,0.9663,0.9655,0.9666,0.966,0.9696,0.9636,86.4
2026-06-12 08:24:29,random_search,70/15/15,MLP,8,2,0.9689,0.9689,0.9689,0.9689,0.9686,0.9685,0.9686,0.9651,0.972,106.41
2026-06-12 08:26:16,random_search,70/15/15,MLP,8,3,0.9666,0.9666,0.9666,0.9666,0.9667,0.9659,0.9663,0.9582,0.9736,107.11
